pathwayName	entrez	gene_symbol
Aquaporin-mediated transport	2782	GNB1
Activation of kainate receptors upon glutamate binding	2782	GNB1
Thrombin signalling through proteinase activated receptors (PARs)	2782	GNB1
Presynaptic function of Kainate receptors	2782	GNB1
GPCR ligand binding	2782	GNB1
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	2782	GNB1
Platelet activation, signaling and aggregation	2782	GNB1
ESR-mediated signaling	2782	GNB1
G beta:gamma signalling through BTK	2782	GNB1
G beta:gamma signalling through CDC42	2782	GNB1
Signaling by Nuclear Receptors	2782	GNB1
Extra-nuclear estrogen signaling	2782	GNB1
Leishmania infection	2782	GNB1
Anti-inflammatory response favouring Leishmania parasite infection	2782	GNB1
Leishmania parasite growth and survival	2782	GNB1
GABA receptor activation	2782	GNB1
GABA B receptor activation	2782	GNB1
Opioid Signalling	2783	GNB2
Neurotransmitter receptors and postsynaptic signal transmission	2783	GNB2
Transmission across Chemical Synapses	2783	GNB2
Activation of G protein gated Potassium channels	2783	GNB2
G protein gated Potassium channels	2783	GNB2
Inwardly rectifying K+ channels	2783	GNB2
Potassium Channels	2783	GNB2
Glucagon signaling in metabolic regulation	2783	GNB2
Integration of energy metabolism	2783	GNB2
Signaling by WNT	2783	GNB2
Class B/2 (Secretin family receptors)	2783	GNB2
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	2783	GNB2
Beta-catenin independent WNT signaling	2783	GNB2
Chaperonin-mediated protein folding	2783	GNB2
Protein folding	2783	GNB2
ADP signalling through P2Y purinoceptor 12	2783	GNB2
G beta:gamma signalling through PI3Kgamma	2783	GNB2
Signal amplification	2783	GNB2
Prostacyclin signalling through prostacyclin receptor	2783	GNB2
G-protein beta:gamma signalling	2783	GNB2
Adrenaline,noradrenaline inhibits insulin secretion	2783	GNB2
Ca2+ pathway	2783	GNB2
G alpha (q) signalling events	2783	GNB2
G alpha (12/13) signalling events	2783	GNB2
G beta:gamma signalling through PLC beta	2783	GNB2
Platelet homeostasis	2783	GNB2
ADP signalling through P2Y purinoceptor 1	2783	GNB2
G alpha (i) signalling events	2783	GNB2
G alpha (z) signalling events	2783	GNB2
Glucagon-type ligand receptors	2783	GNB2
Regulation of insulin secretion	2783	GNB2
Thromboxane signalling through TP receptor	2783	GNB2
Vasopressin regulates renal water homeostasis via Aquaporins	2783	GNB2
Aquaporin-mediated transport	2783	GNB2
Activation of kainate receptors upon glutamate binding	2783	GNB2
Thrombin signalling through proteinase activated receptors (PARs)	2783	GNB2
Presynaptic function of Kainate receptors	2783	GNB2
GPCR ligand binding	2783	GNB2
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	2783	GNB2
Platelet activation, signaling and aggregation	2783	GNB2
ESR-mediated signaling	2783	GNB2
G beta:gamma signalling through BTK	2783	GNB2
G beta:gamma signalling through CDC42	2783	GNB2
Signaling by Nuclear Receptors	2783	GNB2
Extra-nuclear estrogen signaling	2783	GNB2
Leishmania infection	2783	GNB2
Anti-inflammatory response favouring Leishmania parasite infection	2783	GNB2
Leishmania parasite growth and survival	2783	GNB2
GABA receptor activation	2783	GNB2
GABA B receptor activation	2783	GNB2
Opioid Signalling	2784	GNB3
Neurotransmitter receptors and postsynaptic signal transmission	2784	GNB3
Transmission across Chemical Synapses	2784	GNB3
Activation of G protein gated Potassium channels	2784	GNB3
G protein gated Potassium channels	2784	GNB3
Inwardly rectifying K+ channels	2784	GNB3
Potassium Channels	2784	GNB3
Glucagon signaling in metabolic regulation	2784	GNB3
Integration of energy metabolism	2784	GNB3
Signaling by WNT	2784	GNB3
Peptide hormone metabolism	2784	GNB3
Class B/2 (Secretin family receptors)	2784	GNB3
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	2784	GNB3
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	2784	GNB3
Beta-catenin independent WNT signaling	2784	GNB3
Chaperonin-mediated protein folding	2784	GNB3
Protein folding	2784	GNB3
ADP signalling through P2Y purinoceptor 12	2784	GNB3
G beta:gamma signalling through PI3Kgamma	2784	GNB3
Signal amplification	2784	GNB3
Prostacyclin signalling through prostacyclin receptor	2784	GNB3
G-protein beta:gamma signalling	2784	GNB3
Adrenaline,noradrenaline inhibits insulin secretion	2784	GNB3
Incretin synthesis, secretion, and inactivation	2784	GNB3
Ca2+ pathway	2784	GNB3
G alpha (q) signalling events	2784	GNB3
G alpha (12/13) signalling events	2784	GNB3
G beta:gamma signalling through PLC beta	2784	GNB3
Platelet homeostasis	2784	GNB3
ADP signalling through P2Y purinoceptor 1	2784	GNB3
G alpha (i) signalling events	2784	GNB3
G alpha (z) signalling events	2784	GNB3
Glucagon-type ligand receptors	2784	GNB3
Regulation of insulin secretion	2784	GNB3
Thromboxane signalling through TP receptor	2784	GNB3
Vasopressin regulates renal water homeostasis via Aquaporins	2784	GNB3
Aquaporin-mediated transport	2784	GNB3
Activation of kainate receptors upon glutamate binding	2784	GNB3
Thrombin signalling through proteinase activated receptors (PARs)	2784	GNB3
Presynaptic function of Kainate receptors	2784	GNB3
GPCR ligand binding	2784	GNB3
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	2784	GNB3
Platelet activation, signaling and aggregation	2784	GNB3
ESR-mediated signaling	2784	GNB3
G beta:gamma signalling through BTK	2784	GNB3
G beta:gamma signalling through CDC42	2784	GNB3
Signaling by Nuclear Receptors	2784	GNB3
Extra-nuclear estrogen signaling	2784	GNB3
Leishmania infection	2784	GNB3
Anti-inflammatory response favouring Leishmania parasite infection	2784	GNB3
Leishmania parasite growth and survival	2784	GNB3
GABA receptor activation	2784	GNB3
GABA B receptor activation	2784	GNB3
Opioid Signalling	2785	GNG3
Neurotransmitter receptors and postsynaptic signal transmission	2785	GNG3
Transmission across Chemical Synapses	2785	GNG3
Activation of G protein gated Potassium channels	2785	GNG3
G protein gated Potassium channels	2785	GNG3
Inwardly rectifying K+ channels	2785	GNG3
Potassium Channels	2785	GNG3
Glucagon signaling in metabolic regulation	2785	GNG3
Integration of energy metabolism	2785	GNG3
Signaling by WNT	2785	GNG3
Class B/2 (Secretin family receptors)	2785	GNG3
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	2785	GNG3
Beta-catenin independent WNT signaling	2785	GNG3
Chaperonin-mediated protein folding	2785	GNG3
Protein folding	2785	GNG3
ADP signalling through P2Y purinoceptor 12	2785	GNG3
G beta:gamma signalling through PI3Kgamma	2785	GNG3
Signal amplification	2785	GNG3
Prostacyclin signalling through prostacyclin receptor	2785	GNG3
G-protein beta:gamma signalling	2785	GNG3
Adrenaline,noradrenaline inhibits insulin secretion	2785	GNG3
Ca2+ pathway	2785	GNG3
G alpha (q) signalling events	2785	GNG3
G alpha (12/13) signalling events	2785	GNG3
G beta:gamma signalling through PLC beta	2785	GNG3
Platelet homeostasis	2785	GNG3
ADP signalling through P2Y purinoceptor 1	2785	GNG3
G alpha (i) signalling events	2785	GNG3
G alpha (z) signalling events	2785	GNG3
Glucagon-type ligand receptors	2785	GNG3
Regulation of insulin secretion	2785	GNG3
Thromboxane signalling through TP receptor	2785	GNG3
Vasopressin regulates renal water homeostasis via Aquaporins	2785	GNG3
Aquaporin-mediated transport	2785	GNG3
Activation of kainate receptors upon glutamate binding	2785	GNG3
Thrombin signalling through proteinase activated receptors (PARs)	2785	GNG3
Presynaptic function of Kainate receptors	2785	GNG3
GPCR ligand binding	2785	GNG3
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	2785	GNG3
Platelet activation, signaling and aggregation	2785	GNG3
ESR-mediated signaling	2785	GNG3
G beta:gamma signalling through BTK	2785	GNG3
G beta:gamma signalling through CDC42	2785	GNG3
Signaling by Nuclear Receptors	2785	GNG3
Extra-nuclear estrogen signaling	2785	GNG3
Leishmania infection	2785	GNG3
Anti-inflammatory response favouring Leishmania parasite infection	2785	GNG3
Leishmania parasite growth and survival	2785	GNG3
GABA receptor activation	2785	GNG3
GABA B receptor activation	2785	GNG3
Opioid Signalling	2786	GNG4
Neurotransmitter receptors and postsynaptic signal transmission	2786	GNG4
Transmission across Chemical Synapses	2786	GNG4
Activation of G protein gated Potassium channels	2786	GNG4
G protein gated Potassium channels	2786	GNG4
Inwardly rectifying K+ channels	2786	GNG4
Potassium Channels	2786	GNG4
Glucagon signaling in metabolic regulation	2786	GNG4
Integration of energy metabolism	2786	GNG4
Signaling by WNT	2786	GNG4
Class B/2 (Secretin family receptors)	2786	GNG4
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	2786	GNG4
Beta-catenin independent WNT signaling	2786	GNG4
Chaperonin-mediated protein folding	2786	GNG4
Protein folding	2786	GNG4
ADP signalling through P2Y purinoceptor 12	2786	GNG4
G beta:gamma signalling through PI3Kgamma	2786	GNG4
Signal amplification	2786	GNG4
Prostacyclin signalling through prostacyclin receptor	2786	GNG4
G-protein beta:gamma signalling	2786	GNG4
Adrenaline,noradrenaline inhibits insulin secretion	2786	GNG4
Ca2+ pathway	2786	GNG4
G alpha (q) signalling events	2786	GNG4
G alpha (12/13) signalling events	2786	GNG4
G beta:gamma signalling through PLC beta	2786	GNG4
Platelet homeostasis	2786	GNG4
ADP signalling through P2Y purinoceptor 1	2786	GNG4
G alpha (i) signalling events	2786	GNG4
G alpha (z) signalling events	2786	GNG4
Glucagon-type ligand receptors	2786	GNG4
Regulation of insulin secretion	2786	GNG4
Thromboxane signalling through TP receptor	2786	GNG4
Vasopressin regulates renal water homeostasis via Aquaporins	2786	GNG4
Aquaporin-mediated transport	2786	GNG4
Activation of kainate receptors upon glutamate binding	2786	GNG4
Thrombin signalling through proteinase activated receptors (PARs)	2786	GNG4
Presynaptic function of Kainate receptors	2786	GNG4
GPCR ligand binding	2786	GNG4
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	2786	GNG4
Platelet activation, signaling and aggregation	2786	GNG4
ESR-mediated signaling	2786	GNG4
G beta:gamma signalling through BTK	2786	GNG4
G beta:gamma signalling through CDC42	2786	GNG4
Signaling by Nuclear Receptors	2786	GNG4
Extra-nuclear estrogen signaling	2786	GNG4
Leishmania infection	2786	GNG4
Anti-inflammatory response favouring Leishmania parasite infection	2786	GNG4
Leishmania parasite growth and survival	2786	GNG4
GABA receptor activation	2786	GNG4
GABA B receptor activation	2786	GNG4
Opioid Signalling	2787	GNG5
Neurotransmitter receptors and postsynaptic signal transmission	2787	GNG5
Transmission across Chemical Synapses	2787	GNG5
Activation of G protein gated Potassium channels	2787	GNG5
G protein gated Potassium channels	2787	GNG5
Inwardly rectifying K+ channels	2787	GNG5
Potassium Channels	2787	GNG5
Glucagon signaling in metabolic regulation	2787	GNG5
Integration of energy metabolism	2787	GNG5
Signaling by WNT	2787	GNG5
Class B/2 (Secretin family receptors)	2787	GNG5
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	2787	GNG5
Beta-catenin independent WNT signaling	2787	GNG5
Chaperonin-mediated protein folding	2787	GNG5
Protein folding	2787	GNG5
ADP signalling through P2Y purinoceptor 12	2787	GNG5
G beta:gamma signalling through PI3Kgamma	2787	GNG5
Signal amplification	2787	GNG5
Prostacyclin signalling through prostacyclin receptor	2787	GNG5
G-protein beta:gamma signalling	2787	GNG5
Adrenaline,noradrenaline inhibits insulin secretion	2787	GNG5
Ca2+ pathway	2787	GNG5
G alpha (q) signalling events	2787	GNG5
G alpha (12/13) signalling events	2787	GNG5
G beta:gamma signalling through PLC beta	2787	GNG5
Platelet homeostasis	2787	GNG5
ADP signalling through P2Y purinoceptor 1	2787	GNG5
G alpha (i) signalling events	2787	GNG5
G alpha (z) signalling events	2787	GNG5
Glucagon-type ligand receptors	2787	GNG5
Regulation of insulin secretion	2787	GNG5
Thromboxane signalling through TP receptor	2787	GNG5
Vasopressin regulates renal water homeostasis via Aquaporins	2787	GNG5
Aquaporin-mediated transport	2787	GNG5
Activation of kainate receptors upon glutamate binding	2787	GNG5
Thrombin signalling through proteinase activated receptors (PARs)	2787	GNG5
Presynaptic function of Kainate receptors	2787	GNG5
GPCR ligand binding	2787	GNG5
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	2787	GNG5
Platelet activation, signaling and aggregation	2787	GNG5
ESR-mediated signaling	2787	GNG5
G beta:gamma signalling through BTK	2787	GNG5
G beta:gamma signalling through CDC42	2787	GNG5
Signaling by Nuclear Receptors	2787	GNG5
Extra-nuclear estrogen signaling	2787	GNG5
Leishmania infection	2787	GNG5
Anti-inflammatory response favouring Leishmania parasite infection	2787	GNG5
Leishmania parasite growth and survival	2787	GNG5
GABA receptor activation	2787	GNG5
GABA B receptor activation	2787	GNG5
Opioid Signalling	2788	GNG7
Neurotransmitter receptors and postsynaptic signal transmission	2788	GNG7
Transmission across Chemical Synapses	2788	GNG7
Activation of G protein gated Potassium channels	2788	GNG7
G protein gated Potassium channels	2788	GNG7
Inwardly rectifying K+ channels	2788	GNG7
Potassium Channels	2788	GNG7
Glucagon signaling in metabolic regulation	2788	GNG7
Integration of energy metabolism	2788	GNG7
Signaling by WNT	2788	GNG7
Class B/2 (Secretin family receptors)	2788	GNG7
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	2788	GNG7
Beta-catenin independent WNT signaling	2788	GNG7
Chaperonin-mediated protein folding	2788	GNG7
Protein folding	2788	GNG7
ADP signalling through P2Y purinoceptor 12	2788	GNG7
G beta:gamma signalling through PI3Kgamma	2788	GNG7
Signal amplification	2788	GNG7
Prostacyclin signalling through prostacyclin receptor	2788	GNG7
G-protein beta:gamma signalling	2788	GNG7
Adrenaline,noradrenaline inhibits insulin secretion	2788	GNG7
Ca2+ pathway	2788	GNG7
G alpha (q) signalling events	2788	GNG7
G alpha (12/13) signalling events	2788	GNG7
G beta:gamma signalling through PLC beta	2788	GNG7
Platelet homeostasis	2788	GNG7
ADP signalling through P2Y purinoceptor 1	2788	GNG7
G alpha (i) signalling events	2788	GNG7
G alpha (z) signalling events	2788	GNG7
Glucagon-type ligand receptors	2788	GNG7
Regulation of insulin secretion	2788	GNG7
Thromboxane signalling through TP receptor	2788	GNG7
Vasopressin regulates renal water homeostasis via Aquaporins	2788	GNG7
Aquaporin-mediated transport	2788	GNG7
Activation of kainate receptors upon glutamate binding	2788	GNG7
Thrombin signalling through proteinase activated receptors (PARs)	2788	GNG7
Presynaptic function of Kainate receptors	2788	GNG7
GPCR ligand binding	2788	GNG7
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	2788	GNG7
Platelet activation, signaling and aggregation	2788	GNG7
ESR-mediated signaling	2788	GNG7
G beta:gamma signalling through BTK	2788	GNG7
G beta:gamma signalling through CDC42	2788	GNG7
Signaling by Nuclear Receptors	2788	GNG7
Extra-nuclear estrogen signaling	2788	GNG7
Leishmania infection	2788	GNG7
Anti-inflammatory response favouring Leishmania parasite infection	2788	GNG7
Leishmania parasite growth and survival	2788	GNG7
GABA receptor activation	2788	GNG7
GABA B receptor activation	2788	GNG7
Digestion of dietary carbohydrate	279	AMY2A
Digestion	279	AMY2A
Opioid Signalling	2791	GNG11
Neurotransmitter receptors and postsynaptic signal transmission	2791	GNG11
Transmission across Chemical Synapses	2791	GNG11
Activation of G protein gated Potassium channels	2791	GNG11
G protein gated Potassium channels	2791	GNG11
Inwardly rectifying K+ channels	2791	GNG11
Potassium Channels	2791	GNG11
Glucagon signaling in metabolic regulation	2791	GNG11
Integration of energy metabolism	2791	GNG11
Signaling by WNT	2791	GNG11
Class B/2 (Secretin family receptors)	2791	GNG11
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	2791	GNG11
Beta-catenin independent WNT signaling	2791	GNG11
Chaperonin-mediated protein folding	2791	GNG11
Protein folding	2791	GNG11
ADP signalling through P2Y purinoceptor 12	2791	GNG11
G beta:gamma signalling through PI3Kgamma	2791	GNG11
Signal amplification	2791	GNG11
Prostacyclin signalling through prostacyclin receptor	2791	GNG11
G-protein beta:gamma signalling	2791	GNG11
Adrenaline,noradrenaline inhibits insulin secretion	2791	GNG11
Ca2+ pathway	2791	GNG11
G alpha (q) signalling events	2791	GNG11
G alpha (12/13) signalling events	2791	GNG11
G beta:gamma signalling through PLC beta	2791	GNG11
Platelet homeostasis	2791	GNG11
ADP signalling through P2Y purinoceptor 1	2791	GNG11
G alpha (i) signalling events	2791	GNG11
G alpha (z) signalling events	2791	GNG11
Glucagon-type ligand receptors	2791	GNG11
Regulation of insulin secretion	2791	GNG11
Thromboxane signalling through TP receptor	2791	GNG11
Vasopressin regulates renal water homeostasis via Aquaporins	2791	GNG11
Aquaporin-mediated transport	2791	GNG11
Activation of kainate receptors upon glutamate binding	2791	GNG11
Thrombin signalling through proteinase activated receptors (PARs)	2791	GNG11
Presynaptic function of Kainate receptors	2791	GNG11
GPCR ligand binding	2791	GNG11
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	2791	GNG11
Platelet activation, signaling and aggregation	2791	GNG11
ESR-mediated signaling	2791	GNG11
G beta:gamma signalling through BTK	2791	GNG11
G beta:gamma signalling through CDC42	2791	GNG11
Signaling by Nuclear Receptors	2791	GNG11
Extra-nuclear estrogen signaling	2791	GNG11
Leishmania infection	2791	GNG11
Anti-inflammatory response favouring Leishmania parasite infection	2791	GNG11
Leishmania parasite growth and survival	2791	GNG11
GABA receptor activation	2791	GNG11
GABA B receptor activation	2791	GNG11
Opioid Signalling	2792	GNGT1
Neurotransmitter receptors and postsynaptic signal transmission	2792	GNGT1
Transmission across Chemical Synapses	2792	GNGT1
Activation of G protein gated Potassium channels	2792	GNGT1
G protein gated Potassium channels	2792	GNGT1
Inwardly rectifying K+ channels	2792	GNGT1
Potassium Channels	2792	GNGT1
Integration of energy metabolism	2792	GNGT1
